,CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
395921,CERTIFIED,software engineer 2,Y,81245.0,2016.0,virginia
1226901,CERTIFIED,sr. programmer analyst (oracle),Y,123885.0,2015.0,california
1123978,CERTIFIED,clinical programmer analyst ii,Y,86050.0,2015.0,california
1442432,CERTIFIED,software engineer ii,Y,68245.0,2014.0,texas
1543184,CERTIFIED,programmer analyst,Y,70000.0,2014.0,washington
1561966,WITHDRAWN,programmer analyst,Y,47257.6,2014.0,indiana
314882,CERTIFIED,software engineer,N,65042.0,2016.0,texas
2227925,CERTIFIED,programmer analyst,Y,68869.0,2013.0,massachusetts
106028,CERTIFIED,sr. programmer ananlyst,N,62566.0,2016.0,texas
1200971,CERTIFIED,software engineer / developer,Y,104187.0,2015.0,north carolina
2302432,CERTIFIED,programmer analyst,Y,54995.0,2012.0,nevada
391073,CERTIFIED,software engineer 1,N,58510.0,2016.0,georgia
1264341,CERTIFIED-WITHDRAWN,software developer,Y,44762.0,2015.0,michigan
1700987,CERTIFIED,computer systems analyst (qa tester),Y,66747.0,2014.0,michigan
273965,CERTIFIED,programmer analyst,N,43805.0,2016.0,michigan
2727866,CERTIFIED,software engineer (technical analyst 2-support),Y,49400.0,2011.0,colorado
391882,CERTIFIED,computer software engineer,Y,81952.0,2016.0,texas
702914,CERTIFIED,programmer analyst,Y,66602.0,2015.0,california
724891,CERTIFIED,sr. software developer,Y,126422.0,2015.0,new york
2668581,CERTIFIED,computer systems analyst,Y,69992.0,2011.0,alabama
1346029,CERTIFIED,senior associate/ computer systems analyst,Y,76149.0,2014.0,pennsylvania
2884452,CERTIFIED,senior programmer analyst,Y,82014.0,2011.0,virginia
1503846,CERTIFIED,computer systems architects,Y,72363.0,2014.0,georgia
1021076,CERTIFIED,programmer analyst,Y,63981.0,2015.0,texas
1972646,CERTIFIED,software engineer,Y,55598.0,2013.0,michigan
2224877,CERTIFIED,quality assurance software engineer,Y,61547.0,2013.0,north carolina
1187842,CERTIFIED,computer programmer,Y,72342.0,2015.0,california
2928549,CERTIFIED,software engineer,Y,83262.0,2011.0,tennessee
1825986,CERTIFIED,network and computer systems administrator,Y,66477.0,2013.0,california
2961279,CERTIFIED,computer programmer,Y,64792.0,2011.0,north carolina
1759894,CERTIFIED,computer programmer,Y,63523.0,2014.0,arizona
985821,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
908378,CERTIFIED-WITHDRAWN,programmer analyst,Y,53040.0,2015.0,maryland
728195,CERTIFIED,programmer analyst,Y,53040.0,2015.0,maryland
2648103,CERTIFIED,programmer analyst,Y,60528.0,2011.0,connecticut
1671945,CERTIFIED,programmer analyst,Y,61152.0,2014.0,california
387289,CERTIFIED,software developer,N,58510.0,2016.0,georgia
1012216,CERTIFIED,software developers,Y,63315.0,2015.0,texas
1531846,CERTIFIED,computer systems engineer,Y,47237.0,2014.0,new jersey
2207450,CERTIFIED-WITHDRAWN,computer programmers,Y,61984.0,2013.0,california
247892,CERTIFIED-WITHDRAWN,computer programmer,N,57928.0,2016.0,florida
2929280,CERTIFIED,programmer analyst,Y,68578.0,2011.0,california
2238794,CERTIFIED,"computer software engineer, applications",Y,85530.0,2012.0,new jersey
154463,CERTIFIED,programmer analyst,Y,81266.0,2016.0,new york
2357428,CERTIFIED,senior software engineer,Y,83595.2,2012.0,california
213170,CERTIFIED,application programmer,Y,77563.0,2016.0,georgia
920991,CERTIFIED,programmer analyst,Y,83637.0,2015.0,connecticut
1876600,CERTIFIED,computer programmer/configurer 2,Y,51272.0,2013.0,michigan
2574995,CERTIFIED,computer systems analyst,Y,64293.0,2012.0,texas
1496622,CERTIFIED,programmer analyst,Y,61589.0,2014.0,california
314354,CERTIFIED-WITHDRAWN,software engineer,Y,164382.0,2016.0,california
2309046,CERTIFIED-WITHDRAWN,software engineer,Y,70034.0,2012.0,massachusetts
277108,CERTIFIED,programmer analyst,Y,74090.0,2016.0,new jersey
1971146,CERTIFIED,computer systems analyst,Y,67621.0,2013.0,california
2020951,CERTIFIED,computer systems engineer,Y,59467.0,2013.0,california
1199752,CERTIFIED,software engineer,Y,78269.0,2015.0,maryland
259730,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
2802438,CERTIFIED,computer programmer,Y,44200.0,2011.0,texas
1967726,CERTIFIED,computer programmer,Y,61714.0,2013.0,pennsylvania
1586690,CERTIFIED,programmer analyst,Y,54330.0,2014.0,virginia
2521389,CERTIFIED,programmer analyst,Y,39478.0,2012.0,south carolina
2622000,CERTIFIED-WITHDRAWN,software engineer (software developer 3),Y,87100.0,2012.0,california
133327,CERTIFIED,computer systems analyst 3,Y,102981.0,2016.0,texas
217177,CERTIFIED,programmer analyst,N,53581.0,2016.0,nevada
245689,CERTIFIED-WITHDRAWN,software programmer analyst,N,45011.0,2016.0,texas
341733,CERTIFIED,software engineer,N,50856.0,2016.0,illinois
2302612,CERTIFIED-WITHDRAWN,computer programmer,Y,52478.0,2012.0,new york
891951,CERTIFIED,software engineer,Y,62608.0,2015.0,missouri
1510027,CERTIFIED,programmer analyst,Y,61734.0,2014.0,texas
2220658,CERTIFIED,computer programmer,Y,62296.0,2013.0,north carolina
1435304,CERTIFIED,software engineer,Y,102294.0,2014.0,maryland
2412314,CERTIFIED-WITHDRAWN,computer systems analyst (quality assurance analys,Y,73549.0,2012.0,california
354693,CERTIFIED,software engineer,N,65042.0,2016.0,texas
316028,CERTIFIED,software engineer,Y,74402.0,2016.0,massachusetts
2220063,WITHDRAWN,computer systems analyst,Y,79269.0,2013.0,california
2349520,CERTIFIED-WITHDRAWN,computer systems analyst,Y,58053.0,2012.0,pennsylvania
2443140,CERTIFIED,computer programmer (qa),Y,39270.0,2012.0,colorado
2930695,DENIED,software engineer,Y,81162.0,2011.0,minnesota
1895618,CERTIFIED,programmer analyst,Y,57762.0,2013.0,california
227193,CERTIFIED,programmer analyst,N,63690.0,2016.0,texas
1603050,CERTIFIED,software engineer and tester,Y,44054.0,2014.0,texas
1191625,CERTIFIED,programmer analyst,Y,67600.0,2015.0,north carolina
260772,CERTIFIED,programmer/analyst,N,60570.0,2016.0,illinois
289863,CERTIFIED,software developer,N,69638.0,2016.0,virginia
986961,CERTIFIED,programmer analyst,Y,52083.2,2015.0,michigan
1425129,CERTIFIED,programmer analyst level 1,Y,61589.0,2014.0,california
2149622,CERTIFIED,computer programmer,Y,44179.0,2013.0,iowa
2931450,CERTIFIED,programmer /  analyst,Y,55702.0,2011.0,new jersey
2326791,CERTIFIED,programmer analyst,Y,55702.0,2012.0,new jersey
1722759,CERTIFIED,software engineer,Y,70990.0,2014.0,north carolina
887491,CERTIFIED,programmer analyst,Y,57179.0,2015.0,california
1057894,CERTIFIED,programmer analyst,Y,56826.0,2015.0,new jersey
2290227,CERTIFIED-WITHDRAWN,programmer analyst,Y,37170.0,2012.0,mississippi
2989310,CERTIFIED,sr. software engineer,Y,86944.0,2011.0,new jersey
2322183,CERTIFIED,software engineer,Y,85571.0,2012.0,california
703575,CERTIFIED,software engineer,Y,81432.0,2015.0,washington
326882,CERTIFIED,software engineer,Y,120349.0,2016.0,california
1017328,CERTIFIED,programmer analyst,Y,56826.0,2015.0,new jersey
1167300,CERTIFIED,programmer analyst,Y,54725.0,2015.0,pennsylvania
295217,WITHDRAWN,sr. software developer,Y,98883.0,2016.0,texas
1530191,CERTIFIED,programmer analyst,Y,52229.0,2014.0,georgia
1895512,CERTIFIED,computer systems engineer,Y,59467.0,2013.0,california
1043366,WITHDRAWN,computer systems analyst,Y,60091.0,2015.0,texas
471352,CERTIFIED,computer specialist/testing and quality analyst 2,N,65666.0,2016.0,new jersey
1134233,WITHDRAWN,principal software engineer,Y,122450.0,2015.0,massachusetts
314254,CERTIFIED,software developer,N,68931.0,2016.0,illinois
2154631,CERTIFIED,programmer analyst,Y,72613.0,2013.0,california
1527116,CERTIFIED,computer programmer,Y,54288.0,2014.0,massachusetts
2114940,CERTIFIED,programmer analyst,Y,82805.0,2013.0,new york
2289430,CERTIFIED,software engineer (principal consultant),Y,91437.0,2012.0,georgia
2392607,CERTIFIED,software engineer,Y,76918.0,2012.0,california
2604758,CERTIFIED,programmer analyst,Y,47174.0,2012.0,illinois
1083716,CERTIFIED,software programmer,Y,55370.0,2015.0,georgia
1252906,CERTIFIED,sr. computer programmer,Y,58406.0,2015.0,kentucky
1664638,CERTIFIED,programmer analyst,Y,75150.0,2014.0,michigan
889223,CERTIFIED,programmer analyst,Y,62754.0,2015.0,illinois
1201331,CERTIFIED,computer programmer (web),Y,39146.0,2015.0,california
2817467,CERTIFIED,software engineer,Y,48922.0,2011.0,new mexico
2950992,CERTIFIED,computer programmer,Y,58157.0,2011.0,minnesota
980087,CERTIFIED,programmer analyst - developer,Y,74630.0,2015.0,georgia
895264,DENIED,sr. software engineer,Y,84781.0,2015.0,california
1840343,CERTIFIED,computer programmer,Y,63523.0,2013.0,california
1163113,CERTIFIED,sr software engineer/ programmer analyst,Y,81474.0,2015.0,massachusetts
1748427,CERTIFIED,computer programmer,Y,65416.0,2014.0,minnesota
1960020,CERTIFIED,programmer analyst,Y,63710.0,2013.0,california
370053,CERTIFIED,software engineer,Y,87027.0,2016.0,illinois
1639470,CERTIFIED,computer programmer analyst,Y,57970.0,2014.0,minnesota
2812300,CERTIFIED,software engineer,Y,58032.0,2011.0,michigan
2281259,CERTIFIED,computer programmer / configurer 3,Y,92830.0,2012.0,washington
368626,CERTIFIED,senior software engineer developer,Y,79498.0,2016.0,north carolina
1473834,CERTIFIED,computer programmer,Y,72488.0,2014.0,new jersey
949078,CERTIFIED,computer systems analyst,N,50460.8,2015.0,virginia
842811,CERTIFIED,programmer analyst,Y,60611.0,2015.0,california
2888304,CERTIFIED,computer specialist / programmer analyst,Y,78624.0,2011.0,california
262439,CERTIFIED,programmer analyst,N,53581.0,2016.0,nevada
132305,CERTIFIED,programmer/analyst,N,45864.0,2016.0,georgia
1524167,CERTIFIED,programmer analyst,Y,56597.0,2014.0,new jersey
1771576,CERTIFIED,software engineer,Y,85446.0,2014.0,california
332618,CERTIFIED,computer scientist,Y,127379.0,2016.0,virginia
1083316,CERTIFIED,programmer analyst,Y,66602.0,2015.0,california
1354248,CERTIFIED,computer systems analyst,Y,61693.0,2014.0,california
399942,CERTIFIED,sr. member of technical staff - software engineering,Y,120662.0,2016.0,california
2726827,CERTIFIED,software engineer,Y,56326.0,2011.0,new jersey
327470,CERTIFIED,senior software engineer,Y,120453.0,2016.0,california
2901777,CERTIFIED,analyst/programmer,Y,60424.0,2011.0,iowa
280431,CERTIFIED,programmer analyst,N,67974.0,2016.0,california
2775460,CERTIFIED,software engineer,Y,61173.0,2011.0,massachusetts
2630852,CERTIFIED,computer programmer,Y,65187.0,2012.0,virginia
2871871,CERTIFIED,senior software engineer - analytics,Y,131518.0,2011.0,california
2305899,CERTIFIED,software engineer,Y,74693.0,2012.0,illinois
2424528,CERTIFIED,programmer/analyst,Y,53706.0,2012.0,florida
1412514,CERTIFIED,computer programmer,Y,77979.0,2014.0,illinois
1494233,CERTIFIED,programmer analyst,Y,60653.0,2014.0,pennsylvania
274173,CERTIFIED,programmer analyst,N,62670.0,2016.0,michigan
2701637,CERTIFIED,senior embedded software developer,Y,78100.0,2011.0,massachusetts
2753882,CERTIFIED,computer system analyst,Y,63700.0,2011.0,california
2343967,CERTIFIED,programmer analyst,Y,55349.0,2012.0,texas
1533096,CERTIFIED,computer programmer,Y,68557.0,2014.0,new jersey
2403277,CERTIFIED,software engineer,Y,69451.0,2012.0,new york
316398,CERTIFIED,senior software engineer,Y,87027.0,2016.0,illinois
1054735,CERTIFIED,senior software engineer,Y,89856.0,2015.0,missouri
293455,CERTIFIED,senior software engineer,Y,117603.0,2016.0,california
2305998,CERTIFIED,programmer analyst,Y,64813.0,2012.0,california
1368031,CERTIFIED,software developer,Y,67226.0,2014.0,maryland
2200267,CERTIFIED,software engineer,Y,59550.0,2013.0,new hampshire
758099,CERTIFIED,programmer analyst level 1,Y,62234.0,2015.0,california
2928529,CERTIFIED,java programmer,Y,76544.0,2011.0,new jersey
392594,CERTIFIED,computer systems engineer,N,58510.0,2016.0,georgia
1451783,CERTIFIED,programmer analyst,Y,55494.0,2014.0,florida
2802756,CERTIFIED,computer programmer,Y,63024.0,2011.0,georgia
2042058,CERTIFIED,senior software engineer,Y,133328.0,2013.0,california
230108,CERTIFIED,computer programmer,N,54454.0,2016.0,massachusetts
2694690,CERTIFIED,programmer/analyst,Y,40768.0,2011.0,maine
1336625,CERTIFIED-WITHDRAWN,"mts 1, software engineer",Y,116272.0,2014.0,washington
2679423,CERTIFIED,programmer analyst,Y,40872.0,2011.0,pennsylvania
2554869,CERTIFIED,programmer analyst,Y,63066.0,2012.0,massachusetts
2715671,CERTIFIED,programmer analyst,Y,57678.0,2011.0,north carolina
1993797,CERTIFIED,programmer analyst,Y,55952.0,2013.0,california
1245814,CERTIFIED,senior programmer analyst,Y,64043.0,2015.0,georgia
349352,CERTIFIED,software engineer,N,65042.0,2016.0,texas
756676,CERTIFIED,software engineer and tester,Y,37752.0,2015.0,washington
350537,CERTIFIED,software developer,Y,98342.0,2016.0,california
1119359,CERTIFIED,programmer analyst,Y,67621.0,2015.0,virginia
2078324,CERTIFIED,computer systems analyst,Y,64646.0,2013.0,massachusetts
2880768,CERTIFIED,programmer analyst,Y,67995.0,2011.0,new jersey
255436,CERTIFIED,programmer analyst,N,49774.0,2016.0,florida
870753,CERTIFIED,hadoop software engineer,Y,72322.0,2015.0,california
2125971,CERTIFIED-WITHDRAWN,programmer analyst,Y,61963.2,2013.0,california
1537395,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
344932,CERTIFIED,software developer,N,65042.0,2016.0,texas
1470455,CERTIFIED,senior electronics and software engineer,Y,79498.0,2014.0,michigan
2854035,CERTIFIED,programmer analyst,Y,67704.0,2011.0,texas
797990,CERTIFIED,"software developer, research",Y,51230.0,2015.0,california
252828,CERTIFIED-WITHDRAWN,software programmer,N,53893.0,2016.0,north carolina
2498876,CERTIFIED,sr.computer programmer,Y,70554.0,2012.0,new jersey
2218098,CERTIFIED,web client / software developer,Y,62379.0,2013.0,texas
2420475,CERTIFIED,computer system engineer,Y,46426.0,2012.0,california
253288,CERTIFIED,programmer analyst,N,63690.0,2016.0,texas
2012148,CERTIFIED,software developer,Y,69805.0,2013.0,massachusetts
987286,CERTIFIED,senior software engineer,Y,52603.0,2015.0,michigan
59723,CERTIFIED,internal auditor computer information analyst,N,55370.0,2016.0,new york
2189821,CERTIFIED,sr. software engineer,Y,62483.0,2013.0,oregon
1467763,CERTIFIED,"software engineer, big data platform",Y,95326.0,2014.0,california
2662976,CERTIFIED,software engineers,Y,72758.0,2011.0,california
481243,WITHDRAWN,computer systems engineer,N,50752.0,2016.0,new york
1156675,CERTIFIED,computer systems engineer,Y,64314.0,2015.0,new york
2039706,CERTIFIED,computer systems analyst,Y,62733.0,2013.0,california
2578756,CERTIFIED-WITHDRAWN,computer programmer analyst,Y,53019.0,2012.0,california
146555,CERTIFIED,computer systems analyst,N,49774.0,2016.0,pennsylvania
2974368,CERTIFIED,software engineer developer,Y,56243.0,2011.0,north carolina
874030,CERTIFIED,senior computer programmer analyst,Y,66602.0,2015.0,california
1337516,CERTIFIED,computer systems analyst,Y,63107.0,2014.0,georgia
224329,CERTIFIED,senior software developer,N,54850.0,2016.0,california
1397859,CERTIFIED,programmer analyst,Y,60362.0,2014.0,new york
2723173,CERTIFIED,computer programmer/configurer 2,Y,65770.0,2011.0,north carolina
336040,CERTIFIED,programmer analyst,Y,76107.0,2016.0,california
2465084,CERTIFIED,computer programmer,Y,60674.0,2012.0,texas
985155,CERTIFIED,programmer analyst,Y,60091.0,2015.0,texas
421149,CERTIFIED,software engineer,Y,76731.0,2016.0,wisconsin
2533689,CERTIFIED,professor computer science,Y,53750.0,2012.0,massachusetts
750749,CERTIFIED,programmer analyst,Y,71386.0,2015.0,texas
1234515,CERTIFIED,software engineer ii,Y,117603.0,2015.0,california
1393482,CERTIFIED,programmer analyst - ii,Y,84115.0,2014.0,california
959718,CERTIFIED,programmer analyst,Y,46904.0,2015.0,georgia
1708951,CERTIFIED,programmer analyst,Y,60091.0,2014.0,texas
355857,WITHDRAWN,it programmer,N,63877.0,2016.0,new jersey
1370244,CERTIFIED,computer systems analysts,Y,63107.0,2014.0,georgia
2501108,CERTIFIED,software engineer,Y,74235.0,2012.0,new jersey
2824045,CERTIFIED,computer programmer,Y,64022.0,2011.0,new jersey
1237150,CERTIFIED,computer programmer analyst,Y,58739.0,2015.0,massachusetts
1104760,WITHDRAWN,software engineer 2,Y,81432.0,2015.0,washington
248291,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
2186851,CERTIFIED,programmer analyst,Y,61589.0,2013.0,california
739334,CERTIFIED,programmer analyst,Y,69534.0,2015.0,wisconsin
1242091,CERTIFIED,programmer analyst,Y,58739.0,2015.0,massachusetts
1725014,CERTIFIED,computer programmers,Y,66602.0,2014.0,pennsylvania
1659577,CERTIFIED,software engineer,Y,72363.0,2014.0,connecticut
479891,CERTIFIED,computer systems engineer,N,65770.0,2016.0,california
2228022,CERTIFIED,programmer analyst,Y,62712.0,2013.0,illinois
954036,CERTIFIED,programmer analyst,Y,68037.0,2015.0,new jersey
754894,CERTIFIED,computer systems analyst 2,Y,40955.0,2015.0,oklahoma
801484,CERTIFIED,senior statistical programmer,Y,102814.0,2015.0,california
991978,CERTIFIED,software developer,Y,62421.0,2015.0,ohio
806357,CERTIFIED,computer specialist/testing and quality analyst 1,Y,54350.0,2015.0,florida
830789,CERTIFIED,programmer analsyt,Y,61422.0,2015.0,new jersey
351083,WITHDRAWN,software developer,N,50856.0,2016.0,illinois
2562196,CERTIFIED,computer systems engineer / architect,Y,98987.0,2012.0,california
125856,CERTIFIED,computer systems analyst,Y,77147.0,2016.0,pennsylvania
377391,CERTIFIED,software engineer,Y,92790.0,2016.0,new york
399318,CERTIFIED,"senior staff, software engineering",Y,125100.0,2016.0,california
2543922,CERTIFIED,sap bi senior programmer analyst,Y,61214.0,2012.0,new jersey
1663956,CERTIFIED,computer specialist/system support and development,Y,80517.0,2014.0,new jersey
1075266,CERTIFIED,programmer analyst,Y,67163.0,2015.0,illinois
238781,CERTIFIED,programmer analyst,N,63170.0,2016.0,new jersey
332591,CERTIFIED,software developer,Y,71510.0,2016.0,california
1025640,CERTIFIED,programmer analyst,Y,48110.0,2015.0,texas
2750055,CERTIFIED,computer programmer analyst,Y,61173.0,2011.0,massachusetts
758007,CERTIFIED,staff software engineer,Y,132038.0,2015.0,california
1650927,CERTIFIED,programmer analyst,Y,79269.0,2014.0,california
2165363,CERTIFIED,obiee developer / programmer analyst,Y,58469.0,2013.0,tennessee
220180,CERTIFIED,computer programmer,Y,77563.0,2016.0,georgia
1456884,CERTIFIED,software engineer,Y,80746.0,2014.0,california
1606637,CERTIFIED,computer programmer analyst,Y,68557.0,2014.0,new jersey
2952947,CERTIFIED,system analysis programmer,Y,51854.0,2011.0,texas
1558990,CERTIFIED,software developer,Y,62712.0,2014.0,illinois
2876017,CERTIFIED,programmer analyst,Y,64230.0,2011.0,maryland
1604049,CERTIFIED,software engineer,Y,91520.0,2014.0,florida
1211500,CERTIFIED,senior software engineer,Y,113464.0,2015.0,texas
1804411,CERTIFIED,programmer analyst,Y,60154.0,2013.0,minnesota
2906767,CERTIFIED,software engineer,Y,77918.0,2011.0,colorado
677099,DENIED,software engineer,Y,79186.0,2015.0,texas
265094,CERTIFIED,computer programmer,N,66997.0,2016.0,arizona
2253554,CERTIFIED,programmer analyst,Y,58053.0,2012.0,pennsylvania
246291,CERTIFIED,programmer analyst,N,54725.0,2016.0,pennsylvania
161264,CERTIFIED,computer systems analyst,N,61276.8,2016.0,california
880664,CERTIFIED,sr. software engineer,Y,49400.0,2015.0,illinois
1470600,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
408417,CERTIFIED,"software developer, systems software",Y,82098.0,2016.0,california
1620698,CERTIFIED,programmer analyst,Y,62504.0,2014.0,california
2722785,CERTIFIED,software engineer,Y,63918.0,2011.0,texas
332947,CERTIFIED,software engineer,N,67538.0,2016.0,michigan
330649,DENIED,software developer,Y,77168.0,2016.0,north carolina
2491495,CERTIFIED,programmer analyst,Y,54080.0,2012.0,virginia
2913551,CERTIFIED,programmer analyst,Y,54059.0,2011.0,new jersey
386598,CERTIFIED,software engineer,Y,85197.0,2016.0,texas
2230600,CERTIFIED,software engineer,Y,100110.0,2012.0,oregon
1935818,CERTIFIED,computer systems analyst,Y,60736.0,2013.0,new jersey
1388237,CERTIFIED,software engineer,Y,98675.0,2014.0,california
2461140,CERTIFIED,programmer analyst,Y,66643.0,2012.0,california
1196648,CERTIFIED,programmer analyst - ii,Y,77563.0,2015.0,georgia
291480,CERTIFIED,software engineer,Y,120349.0,2016.0,california
2856983,CERTIFIED,software engineer,Y,106018.0,2011.0,georgia
2264876,CERTIFIED,software engineer,Y,105040.0,2012.0,california
2616376,CERTIFIED,redprairie/wms business analyst (computer systems,Y,65998.0,2012.0,tennessee
1676391,CERTIFIED,software programmer analyst,Y,56326.0,2014.0,maryland
340580,CERTIFIED,software engineer,Y,72010.0,2016.0,new jersey
2063216,CERTIFIED,programmer analyst,Y,68494.0,2013.0,north carolina
1376039,CERTIFIED,computer systems analyst 3,Y,86299.0,2014.0,delaware
2853730,CERTIFIED,software engineer,Y,67995.0,2011.0,new jersey
2560848,CERTIFIED,lead programmer analyst,Y,86070.0,2012.0,texas
1903254,CERTIFIED,computer programmer,Y,63939.0,2013.0,texas
2355989,CERTIFIED,senior visual basic (vb) programmer,Y,74963.0,2012.0,indiana
126707,CERTIFIED,senior software developer,N,60653.0,2016.0,connecticut
807872,CERTIFIED,programmer,Y,49774.0,2015.0,illinois
1962609,CERTIFIED,software engineer,Y,100984.0,2013.0,california
2474575,CERTIFIED,computer systems analyst 2,Y,69701.0,2012.0,new jersey
993094,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
2788330,CERTIFIED,software engineer,Y,98530.0,2011.0,california
2174624,CERTIFIED,software developer,Y,80080.0,2013.0,ohio
1898015,CERTIFIED-WITHDRAWN,computer systems analyst,Y,66310.4,2013.0,north carolina
1528719,CERTIFIED,programmer analyst,Y,44408.0,2014.0,florida
2894984,CERTIFIED,programmer analyst,Y,59613.0,2011.0,new jersey
391828,CERTIFIED,java backend developer,Y,124675.0,2016.0,california
1717240,DENIED,software developer,Y,55000.0,2014.0,california
2217293,CERTIFIED,programmer analyst,Y,54641.6,2013.0,ohio
2224712,CERTIFIED,programmer analyst,Y,56680.0,2013.0,texas
1377892,CERTIFIED,programmer analyst,Y,84302.0,2014.0,texas
229046,CERTIFIED,programmer analyst-java developer,N,51646.0,2016.0,arizona
2178887,CERTIFIED,software engineer (senior technical lead),Y,127150.0,2013.0,california
370622,CERTIFIED,software engineer (sde),Y,101088.0,2016.0,washington
2888994,CERTIFIED,software engineer,N,44408.0,2011.0,north dakota
291341,CERTIFIED,applications development senior programmer analyst,Y,91800.0,2016.0,ohio
244520,CERTIFIED,programmer analyst,N,59010.0,2016.0,connecticut
2446450,CERTIFIED,software engineer iii,Y,77709.0,2012.0,california
260433,CERTIFIED,programmer analyst,N,58053.0,2016.0,new jersey
1168523,WITHDRAWN,staff software engineer,Y,92290.0,2015.0,california
2953503,CERTIFIED,programmer analyst,Y,57429.0,2011.0,arkansas
1856309,CERTIFIED,software engineer,Y,63586.0,2013.0,california
695735,CERTIFIED,computer system analyst,Y,66602.0,2015.0,california
394480,CERTIFIED,programmer analyst/java,Y,70741.0,2016.0,florida
1374510,CERTIFIED,computer programmer / configurer 2,Y,62899.0,2014.0,missouri
309670,CERTIFIED,software developers application,Y,72010.0,2016.0,michigan
1840820,CERTIFIED,programmer analyst,Y,53914.0,2013.0,new jersey
247442,CERTIFIED,programmer analyst,N,45011.0,2016.0,texas
2640999,CERTIFIED,software developer,Y,53789.0,2012.0,wisconsin
2935241,CERTIFIED-WITHDRAWN,sr. software engineer,Y,115877.0,2011.0,california
1026934,CERTIFIED-WITHDRAWN,programmer analyst,Y,52499.0,2015.0,new jersey
280014,CERTIFIED,computer programmer/configurer 2,Y,70034.0,2016.0,georgia
1807201,WITHDRAWN,programmer analyst,Y,46072.0,2013.0,colorado
154106,CERTIFIED-WITHDRAWN,programmer analyst,N,50690.0,2016.0,texas
267836,CERTIFIED,sas programmer analyst,N,64522.0,2016.0,connecticut
2281050,CERTIFIED,programmer analyst,Y,60882.0,2012.0,texas
2099978,CERTIFIED-WITHDRAWN,programmer analyst,Y,61963.0,2013.0,california
1587662,CERTIFIED,software engineer,Y,60507.0,2014.0,north carolina
2480619,CERTIFIED,programmer analyst,Y,62837.0,2012.0,colorado
1359749,CERTIFIED,computer programmer,Y,46634.0,2014.0,north carolina
1502599,CERTIFIED,computer programmer,Y,46301.0,2014.0,kansas
187997,CERTIFIED,programmer analyst,N,61880.0,2016.0,washington
408230,CERTIFIED,"software developer, systems software",Y,84926.0,2016.0,new york
967944,CERTIFIED,programmer analyst,Y,59467.0,2015.0,california
2276170,CERTIFIED,software developer,Y,83845.0,2012.0,massachusetts
1846225,CERTIFIED,software engineer,Y,64106.0,2013.0,texas
2560710,CERTIFIED,software engineer,Y,71906.0,2012.0,washington
1707222,CERTIFIED,staff software engineer,Y,131269.0,2014.0,california
1948476,CERTIFIED,programmer analyst,Y,53747.0,2013.0,virginia
2322329,CERTIFIED,computer programmer,Y,48589.0,2012.0,georgia
2195692,CERTIFIED-WITHDRAWN,programmer/analyst,Y,69742.0,2013.0,new jersey
1712803,CERTIFIED,computer programmer,Y,82451.0,2014.0,connecticut
2376978,CERTIFIED-WITHDRAWN,software engineer,Y,68661.0,2012.0,new york
1867759,CERTIFIED,programmer analyst,Y,55557.0,2013.0,colorado
2026866,CERTIFIED,computer systems analyst,Y,66685.0,2013.0,california
2693803,CERTIFIED,computer programmer,Y,75026.0,2011.0,new jersey
109563,CERTIFIED,computer analyst,Y,85176.0,2016.0,washington
2456816,CERTIFIED,programmer analyst,Y,45469.0,2012.0,ohio
995400,CERTIFIED,java programmer,Y,50419.0,2015.0,ohio
1678451,CERTIFIED,computer programmer,Y,68557.0,2014.0,new jersey
1355606,CERTIFIED,programmer analyst,Y,71074.0,2014.0,georgia
454369,CERTIFIED,computer specialist/testing and quality analyst 2,N,67808.0,2016.0,new york
319305,CERTIFIED,software engineer,Y,72010.0,2016.0,new york
2044774,CERTIFIED,computer software engineer,Y,53789.0,2013.0,wisconsin
2251479,CERTIFIED,programmer analyst,Y,54080.0,2012.0,virginia
2654793,CERTIFIED,computer programmer analyst,Y,63877.0,2011.0,maryland
415077,CERTIFIED,programmer/ developer,Y,92498.0,2016.0,new york
2273901,CERTIFIED,programmer,Y,43098.0,2012.0,connecticut
2311685,CERTIFIED-WITHDRAWN,programmer analyst,Y,55661.0,2012.0,california
764831,CERTIFIED,programmer analyst (testing),Y,61901.0,2015.0,michigan
2323195,CERTIFIED,"software developer, applications",Y,52125.0,2012.0,south carolina
1460216,CERTIFIED,application systems analyst programmer - staff spe,Y,70304.0,2014.0,kentucky
717182,DENIED,web designer/software developer,Y,44179.2,2015.0,florida
2130193,CERTIFIED,computer programmer,Y,63898.0,2013.0,georgia
2209962,CERTIFIED,programmers analyst - ii,Y,69950.0,2013.0,texas
873115,CERTIFIED,software developer,Y,57949.0,2015.0,georgia
1102873,CERTIFIED,programmer analyst,Y,56118.0,2015.0,texas
682994,CERTIFIED-WITHDRAWN,computer systems analyst,Y,55598.0,2015.0,ohio
1914637,CERTIFIED,software engineer and tester,Y,57803.0,2013.0,connecticut
