,CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
993746,CERTIFIED,network and computer systems administrators,Y,70138.0,2015.0,texas
2396633,CERTIFIED,computer specialist/testing and quality analyst 2,Y,59363.0,2012.0,new jersey
2032476,CERTIFIED,software engineer,Y,56555.0,2013.0,illinois
308856,CERTIFIED,clinical database programmer,Y,110448.0,2016.0,delaware
1881022,CERTIFIED,member of technical staff- software engineer,Y,97821.0,2013.0,california
1042410,CERTIFIED,programmer analyst,Y,56826.0,2015.0,new york
1508994,CERTIFIED,programmer analyst,Y,49878.0,2014.0,utah
349783,CERTIFIED,programmer analyst,N,58739.0,2016.0,indiana
1646995,CERTIFIED,programmer analyst,Y,48880.0,2014.0,ohio
918953,CERTIFIED,software developer,Y,65957.0,2015.0,minnesota
2373395,CERTIFIED,computer programmer analyst,Y,44429.0,2012.0,louisiana
1042476,CERTIFIED,software developer,Y,65229.0,2015.0,texas
1243439,CERTIFIED,software engineer,Y,64043.0,2015.0,georgia
1316569,CERTIFIED,software engineer (associate consultant),Y,60403.0,2014.0,new jersey
2041633,CERTIFIED,programmer analyst,Y,53914.0,2013.0,new jersey
280566,CERTIFIED,computer programmer,N,62670.0,2016.0,michigan
1543630,CERTIFIED,programmer analyst,Y,53082.0,2014.0,california
1076222,CERTIFIED,software developer,Y,57949.0,2015.0,georgia
1766635,CERTIFIED,software engineer,Y,111951.0,2014.0,california
311782,CERTIFIED,software engineer,N,69680.0,2016.0,connecticut
228624,CERTIFIED,computer programmer,Y,77563.0,2016.0,georgia
101221,CERTIFIED,computer systems analyst,N,68411.0,2016.0,washington
1938897,CERTIFIED,programmer analyst,Y,68162.0,2013.0,texas
1707083,CERTIFIED,computer systems analyst,Y,46467.0,2014.0,south carolina
2992493,CERTIFIED,software engineer,Y,101629.0,2011.0,new jersey
1288060,CERTIFIED-WITHDRAWN,senior software engineer,Y,87714.0,2014.0,new jersey
181712,CERTIFIED,programmer analyst,Y,73570.0,2016.0,arizona
1004469,CERTIFIED,programmer analyst,Y,65125.0,2015.0,mississippi
2082106,CERTIFIED,programmer analyst,Y,68099.0,2013.0,new jersey
2265201,CERTIFIED,programmer analyst,Y,55245.0,2012.0,new jersey
2459770,CERTIFIED,programmer analyst,Y,71198.0,2012.0,new hampshire
1335917,CERTIFIED,programmer analyst,Y,40914.0,2014.0,connecticut
2523103,CERTIFIED,programmer analyst i,Y,46675.0,2012.0,missouri
2068966,CERTIFIED,programmer analyst,Y,45802.0,2013.0,pennsylvania
1796451,CERTIFIED-WITHDRAWN,.net programmer,Y,69451.0,2013.0,new york
2910863,CERTIFIED,computer programmer,Y,56264.0,2011.0,minnesota
992368,CERTIFIED,software engineer (rf engineer),Y,64418.0,2015.0,texas
1703194,CERTIFIED,programmer analyst,Y,68037.0,2014.0,new jersey
2868194,CERTIFIED,software developer,Y,70366.0,2011.0,florida
2091546,CERTIFIED,senior software developer,Y,104458.0,2013.0,new york
1635999,CERTIFIED,sr. tibco software engineer,Y,90314.0,2014.0,tennessee
387999,CERTIFIED,"software developer, applications",N,68390.0,2016.0,massachusetts
2318361,CERTIFIED,programmer analyst,Y,69763.0,2012.0,texas
1656133,CERTIFIED,programmer analyst,Y,45282.0,2014.0,texas
1306213,CERTIFIED-WITHDRAWN,programmer analyst,Y,61589.0,2014.0,california
991252,CERTIFIED,software developer,Y,57949.0,2015.0,georgia
271501,WITHDRAWN,programmer analyst,Y,72197.0,2016.0,texas
1711859,CERTIFIED,senior software engineer,Y,89128.0,2014.0,maryland
237580,CERTIFIED,programmer analyst,N,44096.0,2016.0,pennsylvania
1351329,CERTIFIED,senior software engineer,Y,122179.0,2014.0,new york
1010269,CERTIFIED,software engineer,Y,102614.0,2015.0,california
1659406,CERTIFIED,software engineer,Y,57782.0,2014.0,missouri
1162978,CERTIFIED,software engineer,Y,84739.0,2015.0,washington
1486666,CERTIFIED,software engineer 3,Y,116605.0,2014.0,california
798462,CERTIFIED,programmer analyst,Y,67122.0,2015.0,california
2753251,CERTIFIED,programmer-analyst,Y,45365.0,2011.0,ohio
153009,CERTIFIED,computer programmer analyst,N,65354.0,2016.0,michigan
1833409,CERTIFIED,computer programmer,Y,58926.0,2013.0,minnesota
260790,CERTIFIED,programmer analyst,N,63170.0,2016.0,new jersey
271697,CERTIFIED,computer programmer/configurer 2,N,68869.0,2016.0,new jersey
1937181,CERTIFIED,member of technical staff - software engineer,Y,97823.0,2013.0,california
2975101,CERTIFIED,programmer analyst,Y,76544.0,2011.0,new jersey
1145534,CERTIFIED-WITHDRAWN,software developer (java/ui),Y,73923.0,2015.0,california
1384367,CERTIFIED,software engineer,Y,98675.0,2014.0,california
2351496,CERTIFIED,programmer analyst,Y,54080.0,2012.0,virginia
2907392,CERTIFIED,programmer analyst,Y,39312.0,2011.0,ohio
1559078,DENIED,programmer analyst,Y,68557.0,2014.0,new jersey
421804,CERTIFIED,staff software engineer,Y,122533.0,2016.0,california
134202,CERTIFIED,programmer analyst,Y,85176.0,2016.0,washington
2804287,CERTIFIED,programmer analyst,Y,52728.0,2011.0,pennsylvania
2922705,CERTIFIED,programmer analyst,Y,48589.0,2011.0,georgia
2346612,CERTIFIED-WITHDRAWN,computer programmer,Y,53227.0,2012.0,new jersey
2446282,CERTIFIED,programmer analyst,Y,60174.0,2012.0,ohio
1823430,CERTIFIED,computer systems analyst (applications),Y,55162.0,2013.0,florida
1357940,CERTIFIED,application programmer,Y,62899.0,2014.0,missouri
1221405,CERTIFIED,programmer analyst,Y,59717.0,2015.0,pennsylvania
156729,CERTIFIED-WITHDRAWN,computer programmer analyst,Y,74714.0,2016.0,new jersey
2056600,CERTIFIED-WITHDRAWN,software developer,Y,76772.8,2013.0,washington
270331,CERTIFIED,programmer analyst,N,56451.0,2016.0,indiana
188251,CERTIFIED,programmer analyst,Y,73570.0,2016.0,arizona
2768794,CERTIFIED,"software engineer, applications",Y,131518.0,2011.0,california
1503517,CERTIFIED,programmer analyst,Y,69430.0,2014.0,washington
2706838,CERTIFIED,computer programmer analyst,Y,78083.0,2011.0,california
1259897,CERTIFIED,senior software engineer,Y,114837.0,2015.0,california
340584,CERTIFIED,software engineer,N,52374.0,2016.0,ohio
2318395,CERTIFIED,software developer,Y,85530.0,2012.0,new jersey
142897,CERTIFIED,systems programmer / developer,N,63814.0,2016.0,virginia
2239620,CERTIFIED,software developer,Y,78520.0,2012.0,pennsylvania
223890,CERTIFIED,computer analyst and software developer,N,48422.0,2016.0,texas
1639277,CERTIFIED,sr. programmer analyst,Y,61693.0,2014.0,california
1019053,CERTIFIED,computer systems analyst,Y,58885.0,2015.0,texas
1876533,CERTIFIED,computer programmer/configurer 2,Y,61734.0,2013.0,illinois
1205379,CERTIFIED,programmer analyst,Y,74048.0,2015.0,massachusetts
261151,CERTIFIED,programmer analyst,N,62462.0,2016.0,illinois
821084,CERTIFIED,computer systems engineer,Y,61381.0,2015.0,california
2881849,CERTIFIED,network and computer systems administrator,Y,44242.0,2011.0,arizona
1746144,CERTIFIED,computer programmer,Y,57179.0,2014.0,california
996569,CERTIFIED,programmer analyst,Y,60000.0,2015.0,georgia
1751283,CERTIFIED,software developer,Y,48110.0,2014.0,texas
309124,CERTIFIED,software developer,N,57325.0,2016.0,georgia
1112669,CERTIFIED-WITHDRAWN,computer programmers,Y,48110.0,2015.0,texas
1308625,CERTIFIED,programmer analyst,Y,64334.0,2014.0,pennsylvania
1336833,CERTIFIED-WITHDRAWN,software engineer,Y,88296.0,2014.0,massachusetts
2993357,CERTIFIED,computer system analyst,Y,66872.0,2011.0,texas
1178289,CERTIFIED,programmer analyst,Y,62566.0,2015.0,texas
1446508,CERTIFIED,software developer,Y,56014.0,2014.0,georgia
290323,CERTIFIED,software developer,Y,100360.0,2016.0,california
366784,CERTIFIED,software engineer,Y,98342.0,2016.0,california
1543281,CERTIFIED,computer programmer,Y,61276.8,2014.0,florida
724822,CERTIFIED,computer systems engineer,Y,71906.0,2015.0,texas
2082210,CERTIFIED,software engineer,Y,59342.0,2013.0,ohio
789702,CERTIFIED-WITHDRAWN,software engineer,Y,99423.0,2015.0,california
389087,CERTIFIED,software engineer,Y,71843.0,2016.0,illinois
294697,CERTIFIED,software engineer,Y,84739.0,2016.0,washington
2475497,CERTIFIED,senior programmer analyst,Y,55245.0,2012.0,new jersey
2220381,CERTIFIED,"operations programmer, irt",Y,50045.0,2013.0,pennsylvania
746955,CERTIFIED,programmer analyst,Y,63981.0,2015.0,texas
225065,CERTIFIED,programmer analyst,N,57803.0,2016.0,michigan
916684,CERTIFIED,programmer analyst,Y,52083.0,2015.0,michigan
2821847,CERTIFIED,analyst programmer,Y,60237.0,2011.0,illinois
2377924,CERTIFIED,computer programmer,Y,68578.0,2012.0,california
153293,CERTIFIED,programmer analyst,N,64043.0,2016.0,georgia
1820232,CERTIFIED,"software developer, applications",Y,84802.0,2013.0,california
209943,CERTIFIED,programmer analyst,N,47902.0,2016.0,california
1999921,CERTIFIED,programmer analyst,Y,53914.0,2013.0,new jersey
2115660,CERTIFIED,computer systems engineer,Y,50274.0,2013.0,wisconsin
2053950,CERTIFIED,software developer,Y,58178.0,2013.0,georgia
2946157,WITHDRAWN,computer software engineer,Y,85530.0,2011.0,new york
267252,CERTIFIED,programmer analyst,N,63690.0,2016.0,texas
2168550,CERTIFIED,software developer,Y,78312.0,2013.0,texas
668758,CERTIFIED-WITHDRAWN,software engineer,Y,80746.0,2015.0,california
1594803,CERTIFIED-WITHDRAWN,senior software engineer - video platform,Y,116605.0,2014.0,california
1456827,CERTIFIED,software engineer,Y,62379.0,2014.0,texas
79115,CERTIFIED,senior programmer/analyst,N,49629.0,2016.0,new york
2747359,CERTIFIED,"software engineer, senior",Y,101088.0,2011.0,new york
139094,CERTIFIED,computer programmer analyst,N,57533.0,2016.0,florida
2974706,CERTIFIED,computer systems administrator,Y,56597.0,2011.0,arkansas
1968524,CERTIFIED,sr. computer programmer analyst,Y,56930.0,2013.0,north carolina
1498003,CERTIFIED,programmer analyst,Y,65000.0,2014.0,michigan
251640,CERTIFIED,programmer analyst,N,63170.0,2016.0,new jersey
1516825,CERTIFIED,computer programmer,Y,60278.0,2014.0,ohio
883384,CERTIFIED,senior software engineer,Y,77522.0,2015.0,california
2639957,CERTIFIED,programmer analyst,Y,51022.0,2012.0,indiana
1573002,CERTIFIED,software developer,Y,77875.0,2014.0,texas
1102906,CERTIFIED,professional: software engineer,Y,58843.0,2015.0,north carolina
1871443,CERTIFIED,programmer analyst,Y,60507.0,2013.0,virginia
2516558,CERTIFIED,software engineer,Y,107099.0,2012.0,california
2513680,CERTIFIED-WITHDRAWN,software developer,Y,56700.0,2012.0,illinois
1455159,CERTIFIED,programmer,Y,64667.0,2014.0,texas
1043724,DENIED,programmer analyst,Y,65978.0,2015.0,virginia
2200812,CERTIFIED,software developer (in-house title info operations,Y,79061.0,2013.0,colorado
1504029,CERTIFIED,programmer analyst,Y,54330.0,2014.0,virginia
274181,CERTIFIED,programmer analysts,N,63461.0,2016.0,rhode island
928636,CERTIFIED,programmer analyst,Y,54226.0,2015.0,florida
941778,CERTIFIED,software engineer,Y,49400.0,2015.0,illinois
1060608,CERTIFIED,software engineer & tester,Y,48048.0,2015.0,new york
931607,CERTIFIED,programmer analyst,Y,52603.2,2015.0,michigan
786378,CERTIFIED,computer programmer,Y,55370.0,2015.0,georgia
356516,CERTIFIED,software engineer,Y,84739.0,2016.0,washington
922258,CERTIFIED,computer programmers,Y,62234.0,2015.0,california
2456226,CERTIFIED,programmer analyst,Y,48672.0,2012.0,michigan
275072,CERTIFIED,sr. programmer analyst,Y,86611.0,2016.0,michigan
293581,CERTIFIED,programmer analyst/ab initio,N,68931.0,2016.0,illinois
2034169,CERTIFIED,programmer analyst,Y,53394.0,2013.0,new york
1588896,CERTIFIED,senior software developer,Y,105789.0,2014.0,new york
2076852,CERTIFIED,computer specialist / system support and developme,Y,84406.0,2013.0,texas
2577155,CERTIFIED,software engineer,Y,70491.0,2012.0,virginia
935445,CERTIFIED,programmer analyst,Y,53643.0,2015.0,illinois
976830,CERTIFIED,programmer analyst,Y,52187.0,2015.0,florida
666303,CERTIFIED-WITHDRAWN,programmer analyst,Y,45552.0,2015.0,new jersey
1524376,CERTIFIED,programmer analyst,Y,42099.0,2014.0,florida
399011,DENIED,senior oracle software engineer,Y,76274.0,2016.0,texas
1558844,CERTIFIED,programmer analyst,Y,63336.0,2014.0,virginia
186432,CERTIFIED,computer systems analyst,Y,78957.0,2016.0,texas
2426437,CERTIFIED,computer specialist/system support and development,Y,56077.0,2012.0,arkansas
2536129,CERTIFIED,software programmer,Y,48589.0,2012.0,georgia
1734759,CERTIFIED,software engineer,Y,63003.0,2014.0,missouri
235947,WITHDRAWN,programmer analyst,N,45011.0,2016.0,texas
1175441,CERTIFIED,computer programmer,Y,63274.0,2015.0,south carolina
979765,CERTIFIED,programmer analyst,Y,56118.0,2015.0,texas
250171,CERTIFIED,computer programmer analyst,N,58053.0,2016.0,south carolina
2836479,CERTIFIED,programmer analyst,Y,67122.0,2011.0,virginia
849039,CERTIFIED,associate computer systems analyst,Y,59280.0,2015.0,pennsylvania
1340273,CERTIFIED,sr. java applications systems analyst/programmer,Y,84198.0,2014.0,alabama
414642,CERTIFIED,software engineer,N,65936.0,2016.0,new jersey
2974586,CERTIFIED,programmer analyst,Y,45427.0,2011.0,wisconsin
1154178,CERTIFIED-WITHDRAWN,lead software engineer,Y,114837.0,2015.0,california
2254774,CERTIFIED,reservoir simulation software developer,Y,106912.0,2012.0,texas
1597850,CERTIFIED,computer programmer,Y,57574.0,2014.0,connecticut
1024775,CERTIFIED-WITHDRAWN,programmer analyst,Y,57450.0,2015.0,florida
783841,CERTIFIED,computer programmer/configurer 2,Y,68016.0,2015.0,north carolina
1453187,CERTIFIED,software programmer,Y,58344.0,2014.0,massachusetts
2836807,CERTIFIED,computer systems engineers/architect,Y,50398.0,2011.0,michigan
1536142,CERTIFIED,computer programmer analyst,Y,45282.0,2014.0,texas
2027613,CERTIFIED,software developer,Y,75462.0,2013.0,arizona
1750536,CERTIFIED,programmer analyst - ii,Y,73445.0,2014.0,california
206250,CERTIFIED,programmer analyst,Y,73424.0,2016.0,california
765602,CERTIFIED,programmer analyst,Y,81869.0,2015.0,texas
1011434,CERTIFIED,it software engineer,Y,97219.0,2015.0,washington
1705442,CERTIFIED,software developer iii biz talk,Y,95181.0,2014.0,ohio
1791203,CERTIFIED,"software engineer (technical yahoo! research eng,",Y,91437.0,2013.0,california
2998157,CERTIFIED,software engineer (applications developer 3),Y,102800.0,2011.0,california
1383541,CERTIFIED,software engineer,Y,80746.0,2014.0,california
1710883,CERTIFIED,sr. software engineer,Y,75629.0,2014.0,new york
1229377,CERTIFIED,software developer,Y,74298.0,2015.0,florida
2595867,CERTIFIED,sr. java programmer analyst,Y,61984.0,2012.0,california
1038509,CERTIFIED,programmer analyst,Y,60611.0,2015.0,california
2588029,CERTIFIED,programmer analyst,Y,61131.0,2012.0,california
2652420,CERTIFIED,computer programmer,Y,50440.0,2011.0,delaware
2224380,CERTIFIED,computer programmer/configurer 2,Y,68328.0,2013.0,alabama
1655177,CERTIFIED,specialist-technology (software developer),Y,90459.0,2014.0,new jersey
202376,CERTIFIED,programmer analyst,N,66518.0,2016.0,california
805355,CERTIFIED,senior software engineer,Y,112986.0,2015.0,washington
246645,CERTIFIED,senior programmer analyst (client delivery),Y,82389.0,2016.0,texas
2401467,CERTIFIED,senior software engineer,Y,86902.0,2012.0,missouri
2388916,CERTIFIED,software engineer,Y,80870.4,2012.0,california
1151627,CERTIFIED,programmer analyst,Y,60611.0,2015.0,california
2884977,CERTIFIED,computer programmer analyst,Y,55432.0,2011.0,virginia
1838445,CERTIFIED,software developer,Y,84802.0,2013.0,california
2862001,CERTIFIED,programmer  analyst,Y,50752.0,2011.0,new jersey
1808530,CERTIFIED,programmer analyst,Y,65166.0,2013.0,ohio
2537858,CERTIFIED-WITHDRAWN,programmer analyst,Y,48589.0,2012.0,georgia
2853031,CERTIFIED,analyst programmer senior staff,Y,133733.0,2011.0,california
1249526,CERTIFIED,programmer analyst,Y,79331.0,2015.0,colorado
145871,CERTIFIED,programmer analyst,N,60133.0,2016.0,texas
671923,CERTIFIED-WITHDRAWN,lead programmer analyst,Y,83491.0,2015.0,oregon
1492775,CERTIFIED,computer systems engineers/architects,Y,63274.0,2014.0,new jersey
1995518,CERTIFIED,programmer analyst,Y,50960.0,2013.0,texas
1454560,CERTIFIED,programmer analyst,Y,91853.0,2014.0,illinois
2702853,DENIED,computer system analyst/programmer,Y,70907.0,2011.0,california
2230850,CERTIFIED,computer systems engineer,Y,60362.0,2012.0,florida
1380267,CERTIFIED,computer system analysts,Y,52500.0,2014.0,texas
245662,CERTIFIED,software engineer,N,51730.0,2016.0,new jersey
158711,CERTIFIED,computer systems analyst,N,59196.8,2016.0,illinois
2587542,DENIED,software engineer,Y,70034.0,2012.0,florida
2947488,CERTIFIED,computer systems analyst,Y,65021.0,2011.0,washington
757163,CERTIFIED,software engineer iii,Y,109762.0,2015.0,california
1371618,CERTIFIED,programmer analyst,Y,50918.0,2014.0,wisconsin
1326846,CERTIFIED,programmer analyst,Y,60653.0,2014.0,pennsylvania
458336,CERTIFIED,programmer analyst,N,53518.0,2016.0,new jersey
745779,CERTIFIED,computer hardware engineer,Y,98883.0,2015.0,massachusetts
977239,WITHDRAWN,computer systems engineers,Y,43618.0,2015.0,texas
1468011,CERTIFIED,analyst programmer,Y,52229.0,2014.0,georgia
2396270,CERTIFIED-WITHDRAWN,"software engineer (tech yahoo, software dev eng)",Y,92604.0,2012.0,california
421323,CERTIFIED,software engineer,Y,71351.0,2016.0,texas
2803439,CERTIFIED,programmer analyst,Y,49358.4,2011.0,florida
361025,CERTIFIED,senior software developer,Y,78957.0,2016.0,missouri
2465919,CERTIFIED,computer systems analyst,Y,58365.0,2012.0,california
218202,CERTIFIED,programmer analyst,N,59010.0,2016.0,michigan
1409741,CERTIFIED,software engineer,Y,84573.0,2014.0,oregon
1427412,CERTIFIED,programmer analyst,Y,51646.0,2014.0,nebraska
877185,CERTIFIED,computer programmer/configurer 3,Y,71781.0,2015.0,ohio
204665,CERTIFIED,programmer analyst,N,64667.0,2016.0,north carolina
2851710,CERTIFIED,software engineer,Y,72692.0,2011.0,illinois
1734761,CERTIFIED,senior software developer,Y,69576.0,2014.0,new jersey
1354571,CERTIFIED,programmer analyst - ii,Y,86528.0,2014.0,california
2195825,CERTIFIED,software engineer,Y,60403.0,2013.0,new jersey
1593460,CERTIFIED,"technical lead, software engineer",Y,78562.0,2014.0,california
2311460,CERTIFIED,programmer analyst,Y,79102.0,2012.0,california
2087158,CERTIFIED,programmer analyst,Y,62816.0,2013.0,illinois
2008340,CERTIFIED,computer programmer analyst,Y,71510.0,2013.0,pennsylvania
1704894,CERTIFIED,computer programmer,Y,57179.0,2014.0,california
2320881,CERTIFIED-WITHDRAWN,computer system analyst,Y,51979.0,2012.0,texas
1624488,CERTIFIED,computer systems anlayst,Y,76794.0,2014.0,new jersey
513073,CERTIFIED,computer systems engineer,N,63794.0,2016.0,florida
2835183,CERTIFIED,software engineer,Y,83907.0,2011.0,pennsylvania
1297423,CERTIFIED,computer and information systems manager,Y,120286.0,2014.0,california
1716040,CERTIFIED,lead software engineer,Y,68786.0,2014.0,ohio
2623753,CERTIFIED,programmer/analyst,Y,76190.0,2012.0,california
1844424,CERTIFIED,software engineer/ qa analyst,Y,59301.0,2013.0,maryland
1143077,CERTIFIED,programmer analyst/pl-sql,Y,79602.0,2015.0,minnesota
1053230,CERTIFIED,senior statistician and software developer,Y,102461.0,2015.0,texas
1399014,CERTIFIED,computer specialist / testing and quality analyst,Y,46675.0,2014.0,new jersey
1628969,CERTIFIED,computer programmer,Y,61277.0,2014.0,florida
1969214,CERTIFIED,programmer analyst,Y,60736.0,2013.0,new jersey
1363504,CERTIFIED,senior software engineer,Y,110094.4,2014.0,california
1850720,CERTIFIED,software engineer,Y,70970.0,2013.0,new york
205789,CERTIFIED,programmer analyst,Y,76502.0,2016.0,virginia
1137653,CERTIFIED,programmer analyst,Y,69805.0,2015.0,california
858653,CERTIFIED,programmer analyst,Y,60091.0,2015.0,texas
1666452,CERTIFIED,computer specialist/system support and development,Y,69930.0,2014.0,north carolina
1248193,CERTIFIED,programmer analyst,Y,60195.0,2015.0,maryland
654626,CERTIFIED-WITHDRAWN,software engineer,Y,98821.0,2015.0,massachusetts
2751165,CERTIFIED-WITHDRAWN,programmer analyst,Y,50357.0,2011.0,illinois
2937661,CERTIFIED,computer programmer analyst,Y,58053.0,2011.0,pennsylvania
655521,CERTIFIED-WITHDRAWN,senior software engineer,Y,116002.0,2015.0,california
1208086,CERTIFIED,principal software engineer,Y,100610.0,2015.0,massachusetts
1152114,CERTIFIED,programmer/analyst,Y,74630.0,2015.0,georgia
887303,CERTIFIED,software developer,Y,57949.0,2015.0,georgia
2051924,CERTIFIED,programmer analyst,Y,54184.0,2013.0,maryland
406948,CERTIFIED,software engineer,Y,82826.0,2016.0,minnesota
1846481,CERTIFIED,computer programmer,Y,61734.0,2013.0,illinois
2239073,CERTIFIED,programmer analyst,Y,57096.0,2012.0,colorado
1834966,CERTIFIED,statistical programmer (i3),Y,57616.0,2013.0,texas
2036341,CERTIFIED,programmer analyst/software developer,Y,62546.0,2013.0,california
1031028,CERTIFIED,programmer analyst,Y,59280.0,2015.0,pennsylvania
1883341,CERTIFIED,software developer / analyst,Y,60445.0,2013.0,texas
2198930,CERTIFIED,software engineer,Y,57574.0,2013.0,alabama
1368619,CERTIFIED,computer programmer,Y,65520.0,2014.0,new york
674637,CERTIFIED,programmer analyst,Y,57096.0,2015.0,maryland
2357801,CERTIFIED,sr. programmer analyst,Y,51480.0,2012.0,maryland
1945152,CERTIFIED,software engineer,Y,59114.0,2013.0,missouri
209614,CERTIFIED,programmer analyst,N,66518.0,2016.0,california
2886622,CERTIFIED,programmer / analyst,Y,55432.0,2011.0,virginia
2534948,CERTIFIED,programmer analyst,Y,43826.0,2012.0,connecticut
111953,CERTIFIED,computer systems analyst,Y,77147.0,2016.0,pennsylvania
1175779,CERTIFIED,computer programmer,Y,75619.0,2015.0,new jersey
704384,CERTIFIED,programmer analyst,Y,72696.0,2015.0,louisiana
656429,CERTIFIED-WITHDRAWN,software developer,Y,66622.0,2015.0,georgia
1868832,CERTIFIED,programmer analyst,Y,38730.0,2013.0,nebraska
272599,CERTIFIED,programmer analyst(java /  kony developer),Y,77563.0,2016.0,georgia
2823039,CERTIFIED,programmer analyst,Y,46883.0,2011.0,california
2141701,CERTIFIED,senior software engineer ii,Y,82160.0,2013.0,georgia
766271,CERTIFIED,java programmer analyst,Y,70304.0,2015.0,new jersey
2002300,CERTIFIED,programmer analyst,Y,42827.0,2013.0,florida
238208,CERTIFIED-WITHDRAWN,programmer/analyst,Y,72342.0,2016.0,california
2066587,CERTIFIED,staff software engineer,Y,67080.0,2013.0,nevada
1114518,CERTIFIED,senior software engineer - platform,Y,131269.0,2015.0,california
2961898,CERTIFIED,programmer analyst,Y,50128.0,2011.0,illinois
1100551,WITHDRAWN,"engineer, software engineering",Y,85946.0,2015.0,ohio
2115398,CERTIFIED-WITHDRAWN,software engineer,Y,68162.0,2013.0,texas
314600,CERTIFIED,member of technical staff - software engineering,Y,103145.0,2016.0,california
2443489,CERTIFIED,software developer,Y,63700.0,2012.0,texas
1458200,CERTIFIED,computer programmer,Y,47861.0,2014.0,texas
1555888,CERTIFIED,software engineer,Y,80746.0,2014.0,california
1833479,CERTIFIED,computer systems engineer/architect,Y,60798.0,2013.0,new jersey
1749436,CERTIFIED,senior software developer,Y,88940.8,2014.0,georgia
1597159,CERTIFIED,software engineer,Y,82930.0,2014.0,arizona
1818936,CERTIFIED,software engineer,Y,65520.0,2013.0,new york
2591541,CERTIFIED,computer systems analyst,Y,81682.0,2012.0,california
282047,WITHDRAWN,software engineer,Y,100984.0,2016.0,california
717032,CERTIFIED,programmer analyst,Y,55744.0,2015.0,virginia
2935735,CERTIFIED,senior software engineer,Y,83595.0,2011.0,california
233314,CERTIFIED,jr. java ui programmer,N,60549.0,2016.0,virginia
1462181,CERTIFIED,programmer analyst,Y,48547.0,2014.0,illinois
1948182,CERTIFIED,programmer analyst,Y,50877.0,2013.0,massachusetts
690116,CERTIFIED,software developer,Y,73445.0,2015.0,new jersey
1126007,CERTIFIED,software developer,Y,64417.6,2015.0,texas
253621,CERTIFIED,database programmer,N,54038.0,2016.0,minnesota
691620,CERTIFIED,software developer,Y,83366.0,2015.0,pennsylvania
814060,CERTIFIED,computer systems analyst,Y,74568.0,2015.0,north carolina
986820,CERTIFIED,programmer analyst/computer systems anayst,Y,60091.0,2015.0,texas
2348200,CERTIFIED,software developer,Y,78478.0,2012.0,north carolina
2826054,CERTIFIED,programmer analyst,Y,42827.0,2011.0,indiana
1286214,CERTIFIED-WITHDRAWN,programmer analyst,Y,62587.2,2014.0,california
1391925,CERTIFIED,programmer analyst - it,Y,104728.0,2014.0,new hampshire
1886625,CERTIFIED,computer specialist /testing and quality analyst 2,Y,60798.0,2013.0,new jersey
325259,CERTIFIED,associate software engineer,N,65811.0,2016.0,michigan
974520,CERTIFIED,software programmer,Y,59738.0,2015.0,nevada
329859,CERTIFIED,software developer,Y,81619.0,2016.0,pennsylvania
285862,CERTIFIED-WITHDRAWN,software engineer,Y,109762.0,2016.0,california
1321636,CERTIFIED,programmer analyst,Y,50211.0,2014.0,illinois
1854479,CERTIFIED,programmer analyst,Y,59987.0,2013.0,new jersey
967018,CERTIFIED,programmer analyst,Y,56826.0,2015.0,new jersey
995420,CERTIFIED,computer programmer analyst,Y,74630.0,2015.0,georgia
1965654,CERTIFIED,programmer analyst,Y,70949.0,2013.0,california
2947278,CERTIFIED,programmer analyst,Y,31179.0,2011.0,indiana
1507398,CERTIFIED,software engineer,Y,62712.0,2014.0,illinois
2984217,CERTIFIED,programmer analyst,Y,59322.0,2011.0,massachusetts
872330,CERTIFIED,programmer analyst,Y,61901.0,2015.0,michigan
2256294,CERTIFIED,computer programmer analyst,Y,48734.0,2012.0,nebraska
402443,CERTIFIED,software engineer,Y,96866.0,2016.0,california
2679649,WITHDRAWN,software engineer (gis data),Y,98530.0,2011.0,california
782540,CERTIFIED,computer systems analyst,Y,59280.0,2015.0,pennsylvania
2970911,CERTIFIED,computer programmer analyst,Y,70554.0,2011.0,new jersey
1786870,CERTIFIED,computer systems analysts,Y,68494.0,2013.0,north carolina
447065,CERTIFIED,network and computer systems administrator,N,54725.0,2016.0,california
953378,CERTIFIED,programmer analyst,Y,42203.0,2015.0,ohio
1630459,CERTIFIED,senior software engineer,Y,110094.4,2014.0,california
1680771,CERTIFIED,computer programmer,Y,57574.0,2014.0,connecticut
2475831,CERTIFIED,software engineer 3,Y,94578.0,2012.0,maryland
2498698,CERTIFIED,programmer analyst,Y,51501.0,2012.0,colorado
2984027,CERTIFIED,software engineer,Y,123748.0,2011.0,california
2290835,CERTIFIED,computer programmer,Y,41662.0,2012.0,pennsylvania
1710574,CERTIFIED-WITHDRAWN,computer programmer analyst,Y,58490.0,2014.0,connecticut
412177,CERTIFIED,programmer/developer,Y,79394.0,2016.0,georgia
1508211,CERTIFIED,computer system analyst,Y,62442.0,2014.0,new jersey
711300,CERTIFIED,senior software engineer,Y,102669.0,2015.0,illinois
1967186,CERTIFIED,new associate programmer analyst,Y,59550.0,2013.0,new jersey
259952,CERTIFIED,programmer analyst,N,56014.0,2016.0,north carolina
414021,CERTIFIED,senior staff software engineer/manager,Y,136115.0,2016.0,california
975354,CERTIFIED,programmer analyst,Y,44949.0,2015.0,pennsylvania
